Rhf (mm),Lm (mm),Lpc (mm),H (mm),K,Uave_dia (mm/s),Uave_per (mm/s),c0_dia (mol/m^3),c0_mem (mol/m3),Concentration (mol/m^3),(c0_dia - c)/c0_dia * 100 (1)
Only Rhf varried,,,,,,,,,,
0.1,0.05,0.2,21,0.5,0.5,0.8,1000,0,139.07,-86.093
0.175,0.05,0.2,21,0.5,0.5,0.8,1000,0,261.71,-73.829
0.25,0.05,0.2,21,0.5,0.5,0.8,1000,0,398.91,-60.109
0.325,0.05,0.2,21,0.5,0.5,0.8,1000,0,502.72,-49.728
0.4,0.05,0.2,21,0.5,0.5,0.8,1000,0,575.07,-42.493
0.7,0.05,0.2,21,0.5,0.5,0.8,1000,0,716,-28.4
1,0.05,0.2,21,0.5,0.5,0.8,1000,0,776.72,-22.328
1.5,0.05,0.2,21,0.5,0.5,0.8,1000,0,829.12,-17.088
2.5,0.05,0.2,21,0.5,0.5,0.8,1000,0,877.91,-12.209
5,0.05,0.2,21,0.5,0.5,0.8,1000,0,922.82,-7.7179
7,0.05,0.2,21,0.5,0.5,0.8,1000,0,937.94,-6.2057
10,0.05,0.2,21,0.5,0.5,0.8,1000,0,950.44,-4.9561
ONlY C0_dia Varied,,,,,,,,,,
0.1,0.05,0.2,21,0.5,0.5,0.8,500,0,154.99,69.001
0.1,0.05,0.2,21,0.5,0.5,0.8,600,0,192.2,67.967
0.1,0.05,0.2,21,0.5,0.5,0.8,700,0,239.65,65.765
0.1,0.05,0.2,21,0.5,0.5,0.8,800,0,247.53,69.059
0.1,0.05,0.2,21,0.5,0.5,0.8,900,0,-84481,9486.8
0.1,0.05,0.2,21,0.5,0.5,0.8,750,0,1694,-125.86
0.1,0.05,0.2,21,0.5,0.5,0.8,650,0,594.56,8.5285
0.1,0.05,0.2,21,0.5,0.5,0.8,750,0,231.5,69.133
0.1,0.05,0.2,21,0.5,0.5,0.8,850,0,-972.77,214.44
ONLY Uave_dia varried,,,,,,,,,,
0.1,0.05,0.2,21,0.5,0.3,0.8,1000,0,986.35,1.365
0.1,0.05,0.2,21,0.5,0.475,0.8,1000,0,989.97,1.0034
0.1,0.05,0.2,21,0.5,0.65,0.8,1000,0,991.89,0.8113
0.1,0.05,0.2,21,0.5,0.825,0.8,1000,0,993.11,0.68921
0.1,0.05,0.2,21,0.5,1,0.8,1000,0,993.96,0.60357
0.1,0.05,0.2,21,0.5,1.25,0.8,1000,0,994.84,0.51641
0.1,0.05,0.2,21,0.5,1.5,0.8,1000,0,995.46,0.45414
0.1,0.05,0.2,21,0.5,2,0.8,1000,0,996.3,0.37003
0.1,0.05,0.2,21,0.5,2.5,0.8,1000,0,996.85,0.31488
0.1,0.05,0.2,21,0.5,3,0.8,1000,0,997.25,0.27533
ONLY Lm Varried,,,,,,,,,,
0.1,0.05,0.2,21,0.5,0.5,0.8,1000,0,292.34,70.766
0.1,0.0875,0.2,21,0.5,0.5,0.8,1000,0,314.3,68.57
0.1,0.125,0.2,21,0.5,0.5,0.8,1000,0,334.97,66.503
0.1,0.1625,0.2,21,0.5,0.5,0.8,1000,0,354.02,64.598
0.1,0.2,0.2,21,0.5,0.5,0.8,1000,0,371.39,62.861
0.1,0.4,0.2,21,0.5,0.5,0.8,1000,0,441.37,55.863
0.1,0.6,0.2,21,0.5,0.5,0.8,1000,0,486.68,51.332
0.1,0.8,0.2,21,0.5,0.5,0.8,1000,0,518.56,48.144
0.1,1,0.2,21,0.5,0.5,0.8,1000,0,542.41,45.759
0.1,1.5,0.2,21,0.5,0.5,0.8,1000,0,582.66,41.734
0.1,3,0.2,21,0.5,0.5,0.8,1000,0,639.56,36.044
Only K varried,,,,,,,,,,
0.1,0.05,0.2,21,0.5,0.5,0.8,1000,0,342.31,65.769
0.1,0.05,0.2,21,0.75,0.5,0.8,1000,0,304.57,69.543
0.1,0.05,0.2,21,1,0.5,0.8,1000,0,285.67,71.433
0.1,0.05,0.2,21,1.25,0.5,0.8,1000,0,274.5,72.55
0.1,0.05,0.2,21,1.5,0.5,0.8,1000,0,267.16,73.284
0.1,0.05,0.2,21,1.75,0.5,0.8,1000,0,261.99,73.801
0.1,0.05,0.2,21,2,0.5,0.8,1000,0,258.17,74.183
0.1,0.05,0.2,21,2.5,0.5,0.8,1000,0,252.89,74.711
0.1,0.05,0.2,21,3,0.5,0.8,1000,0,249.42,75.058
0.1,0.05,0.2,21,3.5,0.5,0.8,1000,0,246.98,75.302
0.1,0.05,0.2,21,4,0.5,0.8,1000,0,245.16,75.484
0.1,0.05,0.2,21,4.5,0.5,0.8,1000,0,243.76,75.624
0.1,0.05,0.2,21,5,0.5,0.8,1000,0,242.65,75.735
ONLY Lpc varried,,,,,,,,,,
0.1,0.05,0.2,21,0.5,0.5,0.8,1000,0,317.26,68.274
0.1,0.05,0.3,21,0.5,0.5,0.8,1000,0,307.56,69.244
0.1,0.05,0.4,21,0.5,0.5,0.8,1000,0,309.37,69.063
0.1,0.05,0.5,21,0.5,0.5,0.8,1000,0,312.51,68.749
0.1,0.05,0.6,21,0.5,0.5,0.8,1000,0,315.43,68.457
0.1,0.05,0.8,21,0.5,0.5,0.8,1000,0,320.34,67.966
0.1,0.05,1,21,0.5,0.5,0.8,1000,0,324.25,67.575
0.1,0.05,1.5,21,0.5,0.5,0.8,1000,0,331.31,66.869
0.1,0.05,2,21,0.5,0.5,0.8,1000,0,336.1,66.39
0.1,0.05,4,21,0.5,0.5,0.8,1000,0,346.04,65.396
ONly c0_dia Varries,,,,,,,,,,
0.1,0.05,0.2,21,0.5,0.5,0.8,50,0,15.499,69.001
0.1,0.05,0.2,21,0.5,0.5,0.8,100,0,30.967,69.033
0.1,0.05,0.2,21,0.5,0.5,0.8,150,0,46.408,69.061
0.1,0.05,0.2,21,0.5,0.5,0.8,200,0,26.862,86.569
0.1,0.05,0.2,21,0.5,0.5,0.8,250,0,79.815,68.074
0.1,0.05,0.2,21,0.5,0.5,0.8,300,0,104.07,65.311
0.1,0.05,0.2,21,0.5,0.5,0.8,350,0,108.46,69.01
0.1,0.05,0.2,21,0.5,0.5,0.8,400,0,45.327,88.668
0.1,0.05,0.2,21,0.5,0.5,0.8,450,0,177.77,60.495
0.1,0.05,0.2,21,0.5,0.5,0.8,500,0,180.4,63.919
0.1,0.05,0.2,21,0.5,0.5,0.8,600,0,184.67,69.221
0.1,0.05,0.2,21,0.5,0.5,0.8,700,0,215.94,69.151
0.1,0.05,0.2,21,0.5,0.5,0.8,800,0,237.41,70.323
0.1,0.05,0.2,21,0.5,0.5,0.8,900,0,278.33,69.075
"C0_dia, Uave_dia and Uave_per varried",,,,,,,,,,
0.1,0.05,0.2,21,0.5,0.3,0.5,500,0,6.66E+01,8.67E+01
0.1,0.05,0.2,21,0.5,0.3,0.5,875,0,116.51,8.67E+01
0.1,0.05,0.2,21,0.5,0.3,0.5,1250,0,1.66E+02,8.67E+01
0.1,0.05,0.2,21,0.5,0.3,0.5,1625,0,2.16E+02,8.67E+01
0.1,0.05,0.2,21,0.5,0.3,0.5,2000,0,2.66E+02,8.67E+01
0.1,0.05,0.2,21,0.5,0.3,0.75,500,0,6.66E+01,8.67E+01
0.1,0.05,0.2,21,0.5,0.3,0.75,875,0,1.17E+02,8.67E+01
0.1,0.05,0.2,21,0.5,0.3,0.75,1250,0,1.66E+02,8.67E+01
0.1,0.05,0.2,21,0.5,0.3,0.75,1625,0,2.16E+02,8.67E+01
0.1,0.05,0.2,21,0.5,0.3,0.75,2000,0,2.66E+02,8.67E+01
0.1,0.05,0.2,21,0.5,0.3,1,500,0,6.66E+01,8.67E+01
0.1,0.05,0.2,21,0.5,0.3,1,875,0,1.17E+02,8.67E+01
0.1,0.05,0.2,21,0.5,0.3,1,1250,0,1.66E+02,8.67E+01
0.1,0.05,0.2,21,0.5,0.3,1,1625,0,2.16E+02,8.67E+01
0.1,0.05,0.2,21,0.5,0.3,1,2000,0,2.66E+02,8.67E+01
0.1,0.05,0.2,21,0.5,0.3,1.25,500,0,6.66E+01,8.67E+01
0.1,0.05,0.2,21,0.5,0.3,1.25,875,0,1.17E+02,8.67E+01
0.1,0.05,0.2,21,0.5,0.3,1.25,1250,0,1.66E+02,8.67E+01
0.1,0.05,0.2,21,0.5,0.3,1.25,1625,0,2.16E+02,8.67E+01
0.1,0.05,0.2,21,0.5,0.3,1.25,2000,0,2.66E+02,8.67E+01
0.1,0.05,0.2,21,0.5,0.3,1.5,500,0,6.66E+01,8.67E+01
0.1,0.05,0.2,21,0.5,0.3,1.5,875,0,1.17E+02,8.67E+01
0.1,0.05,0.2,21,0.5,0.3,1.5,1250,0,1.66E+02,8.67E+01
0.1,0.05,0.2,21,0.5,0.3,1.5,1625,0,2.16E+02,8.67E+01
0.1,0.05,0.2,21,0.5,0.3,1.5,2000,0,2.66E+02,8.67E+01
0.1,0.05,0.2,21,0.5,0.475,0.5,500,0,7.77E+01,8.45E+01
0.1,0.05,0.2,21,0.5,0.475,0.5,875,0,1.36E+02,8.45E+01
0.1,0.05,0.2,21,0.5,0.475,0.5,1250,0,1.94E+02,8.45E+01
0.1,0.05,0.2,21,0.5,0.475,0.5,1625,0,2.52E+02,8.45E+01
0.1,0.05,0.2,21,0.5,0.475,0.5,2000,0,3.11E+02,8.45E+01
0.1,0.05,0.2,21,0.5,0.475,0.75,500,0,7.77E+01,8.45E+01
0.1,0.05,0.2,21,0.5,0.475,0.75,875,0,1.36E+02,8.45E+01
0.1,0.05,0.2,21,0.5,0.475,0.75,1250,0,1.94E+02,8.45E+01
0.1,0.05,0.2,21,0.5,0.475,0.75,1625,0,2.52E+02,8.45E+01
0.1,0.05,0.2,21,0.5,0.475,0.75,2000,0,3.11E+02,8.45E+01
0.1,0.05,0.2,21,0.5,0.475,1,500,0,7.77E+01,8.45E+01
0.1,0.05,0.2,21,0.5,0.475,1,875,0,1.36E+02,8.45E+01
0.1,0.05,0.2,21,0.5,0.475,1,1250,0,1.94E+02,8.45E+01
0.1,0.05,0.2,21,0.5,0.475,1,1625,0,2.52E+02,8.45E+01
0.1,0.05,0.2,21,0.5,0.475,1,2000,0,3.11E+02,8.45E+01
0.1,0.05,0.2,21,0.5,0.475,1.25,500,0,7.77E+01,8.45E+01
0.1,0.05,0.2,21,0.5,0.475,1.25,875,0,1.36E+02,8.45E+01
0.1,0.05,0.2,21,0.5,0.475,1.25,1250,0,1.94E+02,8.45E+01
0.1,0.05,0.2,21,0.5,0.475,1.25,1625,0,2.52E+02,8.45E+01
0.1,0.05,0.2,21,0.5,0.475,1.25,2000,0,3.11E+02,8.45E+01
0.1,0.05,0.2,21,0.5,0.475,1.5,500,0,7.77E+01,8.45E+01
0.1,0.05,0.2,21,0.5,0.475,1.5,875,0,1.36E+02,8.45E+01
0.1,0.05,0.2,21,0.5,0.475,1.5,1250,0,1.94E+02,8.45E+01
0.1,0.05,0.2,21,0.5,0.475,1.5,1625,0,2.52E+02,8.45E+01
0.1,0.05,0.2,21,0.5,0.475,1.5,2000,0,3.11E+02,8.45E+01
0.1,0.05,0.2,21,0.5,0.65,0.5,500,0,9.15E+01,8.17E+01
0.1,0.05,0.2,21,0.5,0.65,0.5,875,0,1.60E+02,8.17E+01
0.1,0.05,0.2,21,0.5,0.65,0.5,1250,0,2.29E+02,8.17E+01
0.1,0.05,0.2,21,0.5,0.65,0.5,1625,0,2.97E+02,8.17E+01
0.1,0.05,0.2,21,0.5,0.65,0.5,2000,0,3.66E+02,8.17E+01
0.1,0.05,0.2,21,0.5,0.65,0.75,500,0,9.15E+01,8.17E+01
0.1,0.05,0.2,21,0.5,0.65,0.75,875,0,1.60E+02,8.17E+01
0.1,0.05,0.2,21,0.5,0.65,0.75,1250,0,2.29E+02,8.17E+01
0.1,0.05,0.2,21,0.5,0.65,0.75,1625,0,2.97E+02,8.17E+01
0.1,0.05,0.2,21,0.5,0.65,0.75,2000,0,3.66E+02,8.17E+01
0.1,0.05,0.2,21,0.5,0.65,1,500,0,9.15E+01,8.17E+01
0.1,0.05,0.2,21,0.5,0.65,1,875,0,1.60E+02,8.17E+01
0.1,0.05,0.2,21,0.5,0.65,1,1250,0,2.29E+02,8.17E+01
0.1,0.05,0.2,21,0.5,0.65,1,1625,0,2.97E+02,8.17E+01
0.1,0.05,0.2,21,0.5,0.65,1,2000,0,3.66E+02,8.17E+01
0.1,0.05,0.2,21,0.5,0.65,1.25,500,0,9.15E+01,8.17E+01
0.1,0.05,0.2,21,0.5,0.65,1.25,875,0,1.60E+02,8.17E+01
0.1,0.05,0.2,21,0.5,0.65,1.25,1250,0,2.29E+02,8.17E+01
0.1,0.05,0.2,21,0.5,0.65,1.25,1625,0,2.97E+02,8.17E+01
0.1,0.05,0.2,21,0.5,0.65,1.25,2000,0,3.66E+02,8.17E+01
0.1,0.05,0.2,21,0.5,0.65,1.5,500,0,9.15E+01,8.17E+01
0.1,0.05,0.2,21,0.5,0.65,1.5,875,0,1.60E+02,8.17E+01
0.1,0.05,0.2,21,0.5,0.65,1.5,1250,0,2.29E+02,8.17E+01
0.1,0.05,0.2,21,0.5,0.65,1.5,1625,0,2.97E+02,8.17E+01
0.1,0.05,0.2,21,0.5,0.65,1.5,2000,0,3.66E+02,8.17E+01
0.1,0.05,0.2,21,0.5,0.825,0.5,500,0,1.07E+02,7.85E+01
0.1,0.05,0.2,21,0.5,0.825,0.5,875,0,1.88E+02,7.85E+01
0.1,0.05,0.2,21,0.5,0.825,0.5,1250,0,2.69E+02,7.85E+01
0.1,0.05,0.2,21,0.5,0.825,0.5,1625,0,3.49E+02,7.85E+01
0.1,0.05,0.2,21,0.5,0.825,0.5,2000,0,4.30E+02,7.85E+01
0.1,0.05,0.2,21,0.5,0.825,0.75,500,0,1.07E+02,7.85E+01
0.1,0.05,0.2,21,0.5,0.825,0.75,875,0,1.88E+02,7.85E+01
0.1,0.05,0.2,21,0.5,0.825,0.75,1250,0,2.69E+02,7.85E+01
0.1,0.05,0.2,21,0.5,0.825,0.75,1625,0,3.49E+02,7.85E+01
0.1,0.05,0.2,21,0.5,0.825,0.75,2000,0,4.30E+02,7.85E+01
0.1,0.05,0.2,21,0.5,0.825,1,500,0,1.07E+02,7.85E+01
0.1,0.05,0.2,21,0.5,0.825,1,875,0,1.88E+02,7.85E+01
0.1,0.05,0.2,21,0.5,0.825,1,1250,0,2.69E+02,7.85E+01
0.1,0.05,0.2,21,0.5,0.825,1,1625,0,3.49E+02,7.85E+01
0.1,0.05,0.2,21,0.5,0.825,1,2000,0,4.30E+02,7.85E+01
0.1,0.05,0.2,21,0.5,0.825,1.25,500,0,1.07E+02,7.85E+01
0.1,0.05,0.2,21,0.5,0.825,1.25,875,0,1.88E+02,7.85E+01
0.1,0.05,0.2,21,0.5,0.825,1.25,1250,0,2.69E+02,7.85E+01
0.1,0.05,0.2,21,0.5,0.825,1.25,1625,0,3.49E+02,7.85E+01
0.1,0.05,0.2,21,0.5,0.825,1.25,2000,0,4.30E+02,7.85E+01
0.1,0.05,0.2,21,0.5,0.825,1.5,500,0,1.07E+02,7.85E+01
0.1,0.05,0.2,21,0.5,0.825,1.5,875,0,1.88E+02,7.85E+01
0.1,0.05,0.2,21,0.5,0.825,1.5,1250,0,2.69E+02,7.85E+01
0.1,0.05,0.2,21,0.5,0.825,1.5,1625,0,3.49E+02,7.85E+01
0.1,0.05,0.2,21,0.5,0.825,1.5,2000,0,4.30E+02,7.85E+01
0.1,0.05,0.2,21,0.5,1,0.5,500,0,1.24E+02,7.51E+01
0.1,0.05,0.2,21,0.5,1,0.5,875,0,2.17E+02,7.51E+01
0.1,0.05,0.2,21,0.5,1,0.5,1250,0,3.11E+02,7.51E+01
0.1,0.05,0.2,21,0.5,1,0.5,1625,0,4.04E+02,7.51E+01
0.1,0.05,0.2,21,0.5,1,0.5,2000,0,4.97E+02,7.51E+01
0.1,0.05,0.2,21,0.5,1,0.75,500,0,1.24E+02,7.51E+01
0.1,0.05,0.2,21,0.5,1,0.75,875,0,2.17E+02,7.51E+01
0.1,0.05,0.2,21,0.5,1,0.75,1250,0,3.11E+02,7.51E+01
0.1,0.05,0.2,21,0.5,1,0.75,1625,0,4.04E+02,7.51E+01
0.1,0.05,0.2,21,0.5,1,0.75,2000,0,4.97E+02,7.51E+01
0.1,0.05,0.2,21,0.5,1,1,500,0,1.24E+02,7.51E+01
0.1,0.05,0.2,21,0.5,1,1,875,0,2.17E+02,7.51E+01
0.1,0.05,0.2,21,0.5,1,1,1250,0,3.11E+02,7.51E+01
0.1,0.05,0.2,21,0.5,1,1,1625,0,4.04E+02,7.51E+01
0.1,0.05,0.2,21,0.5,1,1,2000,0,4.97E+02,7.51E+01
0.1,0.05,0.2,21,0.5,1,1.25,500,0,1.24E+02,7.51E+01
0.1,0.05,0.2,21,0.5,1,1.25,875,0,2.17E+02,7.51E+01
0.1,0.05,0.2,21,0.5,1,1.25,1250,0,3.11E+02,7.51E+01
0.1,0.05,0.2,21,0.5,1,1.25,1625,0,4.04E+02,7.51E+01
0.1,0.05,0.2,21,0.5,1,1.25,2000,0,4.97E+02,7.51E+01
0.1,0.05,0.2,21,0.5,1,1.5,500,0,1.24E+02,7.51E+01
0.1,0.05,0.2,21,0.5,1,1.5,875,0,2.17E+02,7.51E+01
0.1,0.05,0.2,21,0.5,1,1.5,1250,0,3.11E+02,7.51E+01
0.1,0.05,0.2,21,0.5,1,1.5,1625,0,4.04E+02,7.51E+01
0.1,0.05,0.2,21,0.5,1,1.5,2000,0,4.97E+02,7.51E+01
0.1,0.05,0.2,21,0.75,0.3,0.5,500,0,6.64E+01,8.67E+01
0.1,0.05,0.2,21,0.75,0.3,0.5,875,0,1.16E+02,8.67E+01
0.1,0.05,0.2,21,0.75,0.3,0.5,1250,0,1.66E+02,8.67E+01
0.1,0.05,0.2,21,0.75,0.3,0.5,1625,0,2.16E+02,8.67E+01
0.1,0.05,0.2,21,0.75,0.3,0.5,2000,0,2.66E+02,8.67E+01
0.1,0.05,0.2,21,0.75,0.3,0.75,500,0,6.64E+01,8.67E+01
0.1,0.05,0.2,21,0.75,0.3,0.75,875,0,1.16E+02,8.67E+01
0.1,0.05,0.2,21,0.75,0.3,0.75,1250,0,1.66E+02,8.67E+01
0.1,0.05,0.2,21,0.75,0.3,0.75,1625,0,2.16E+02,8.67E+01
0.1,0.05,0.2,21,0.75,0.3,0.75,2000,0,2.66E+02,8.67E+01
0.1,0.05,0.2,21,0.75,0.3,1,500,0,6.64E+01,8.67E+01
0.1,0.05,0.2,21,0.75,0.3,1,875,0,1.16E+02,8.67E+01
0.1,0.05,0.2,21,0.75,0.3,1,1250,0,1.66E+02,8.67E+01
0.1,0.05,0.2,21,0.75,0.3,1,1625,0,2.16E+02,8.67E+01
0.1,0.05,0.2,21,0.75,0.3,1,2000,0,2.66E+02,8.67E+01
0.1,0.05,0.2,21,0.75,0.3,1.25,500,0,6.64E+01,8.67E+01
0.1,0.05,0.2,21,0.75,0.3,1.25,875,0,1.16E+02,8.67E+01
0.1,0.05,0.2,21,0.75,0.3,1.25,1250,0,1.66E+02,8.67E+01
"Lm, Lpc and Rhf varreid",,,,,,,,,,
0.1,0.05,0.2,21,0.7,0.5,0.8,1000,0,156.26,84.374
0.1,0.05,0.3,21,0.7,0.5,0.8,1000,0,140.95,85.905
0.1,0.05,0.4,21,0.7,0.5,0.8,1000,0,138.62,86.138
0.1,0.05,0.5,21,0.7,0.5,0.8,1000,0,138.67,86.133
0.1,0.05,0.6,21,0.7,0.5,0.8,1000,0,139.04,86.096
0.1,0.0875,0.2,21,0.7,0.5,0.8,1000,0,152.55,84.745
0.1,0.0875,0.3,21,0.7,0.5,0.8,1000,0,140.78,85.922
0.1,0.0875,0.4,21,0.7,0.5,0.8,1000,0,139.29,86.071
0.1,0.0875,0.5,21,0.7,0.5,0.8,1000,0,139.6,86.04
0.1,0.0875,0.6,21,0.7,0.5,0.8,1000,0,140.13,85.987
0.1,0.125,0.2,21,0.7,0.5,0.8,1000,0,151.11,84.889
0.1,0.125,0.3,21,0.7,0.5,0.8,1000,0,141.84,85.816
0.1,0.125,0.4,21,0.7,0.5,0.8,1000,0,140.93,85.907
0.1,0.125,0.5,21,0.7,0.5,0.8,1000,0,141.42,85.858
0.1,0.125,0.6,21,0.7,0.5,0.8,1000,0,142.06,85.794
0.1,0.1625,0.2,21,0.7,0.5,0.8,1000,0,151.24,84.876
0.1,0.1625,0.3,21,0.7,0.5,0.8,1000,0,143.79,85.621
0.1,0.1625,0.4,21,0.7,0.5,0.8,1000,0,143.29,85.671
0.1,0.1625,0.5,21,0.7,0.5,0.8,1000,0,143.9,85.61
0.1,0.1625,0.6,21,0.7,0.5,0.8,1000,0,144.6,85.54
0.1,0.2,0.2,21,0.7,0.5,0.8,1000,0,152.45,84.755
0.1,0.2,0.3,21,0.7,0.5,0.8,1000,0,146.35,85.365
0.1,0.2,0.4,21,0.7,0.5,0.8,1000,0,146.12,85.388
0.1,0.2,0.5,21,0.7,0.5,0.8,1000,0,146.81,85.319
0.1,0.2,0.6,21,0.7,0.5,0.8,1000,0,147.55,85.245
0.175,0.05,0.2,21,0.7,0.5,0.8,1000,0,261.42,73.858
0.175,0.05,0.3,21,0.7,0.5,0.8,1000,0,246.68,75.332
0.175,0.05,0.4,21,0.7,0.5,0.8,1000,0,247.09,75.291
0.175,0.05,0.5,21,0.7,0.5,0.8,1000,0,249.59,75.041
0.175,0.05,0.6,21,0.7,0.5,0.8,1000,0,252.07,74.793
0.175,0.0875,0.2,21,0.7,0.5,0.8,1000,0,273.72,72.628
0.175,0.0875,0.3,21,0.7,0.5,0.8,1000,0,263.55,73.645
0.175,0.0875,0.4,21,0.7,0.5,0.8,1000,0,264.75,73.525
0.175,0.0875,0.5,21,0.7,0.5,0.8,1000,0,267.35,73.265
0.175,0.0875,0.6,21,0.7,0.5,0.8,1000,0,269.83,73.017
0.175,0.125,0.2,21,0.7,0.5,0.8,1000,0,287.79,71.221
0.175,0.125,0.3,21,0.7,0.5,0.8,1000,0,280.53,71.947
0.175,0.125,0.4,21,0.7,0.5,0.8,1000,0,282.11,71.789
0.175,0.125,0.5,21,0.7,0.5,0.8,1000,0,284.67,71.533
0.175,0.125,0.6,21,0.7,0.5,0.8,1000,0,287.06,71.294
0.175,0.1625,0.2,21,0.7,0.5,0.8,1000,0,302.18,69.782
0.175,0.1625,0.3,21,0.7,0.5,0.8,1000,0,296.93,70.307
0.175,0.1625,0.4,21,0.7,0.5,0.8,1000,0,298.59,70.141
0.175,0.1625,0.5,21,0.7,0.5,0.8,1000,0,301.04,69.896
0.175,0.1625,0.6,21,0.7,0.5,0.8,1000,0,303.3,69.67
0.175,0.2,0.2,21,0.7,0.5,0.8,1000,0,316.2,68.38
0.175,0.2,0.3,21,0.7,0.5,0.8,1000,0,312.2,68.78
0.175,0.2,0.4,21,0.7,0.5,0.8,1000,0,313.97,68.603
0.175,0.2,0.5,21,0.7,0.5,0.8,1000,0,316.28,68.372
0.175,0.2,0.6,21,0.7,0.5,0.8,1000,0,318.44,68.156
0.25,0.05,0.2,21,0.7,0.5,0.8,1000,0,384.97,61.503
0.25,0.05,0.3,21,0.7,0.5,0.8,1000,0,374.24,62.576
0.25,0.05,0.4,21,0.7,0.5,0.8,1000,0,376.73,62.327
0.25,0.05,0.5,21,0.7,0.5,0.8,1000,0,380.68,61.932
0.25,0.05,0.6,21,0.7,0.5,0.8,1000,0,384.34,61.566
0.25,0.0875,0.2,21,0.7,0.5,0.8,1000,0,407.63,59.237
0.25,0.0875,0.3,21,0.7,0.5,0.8,1000,0,400.54,59.946
0.25,0.0875,0.4,21,0.7,0.5,0.8,1000,0,403.26,59.674
0.25,0.0875,0.5,21,0.7,0.5,0.8,1000,0,406.92,59.308
0.25,0.0875,0.6,21,0.7,0.5,0.8,1000,0,410.25,58.975
0.25,0.125,0.2,21,0.7,0.5,0.8,1000,0,429.28,57.072
0.25,0.125,0.3,21,0.7,0.5,0.8,1000,0,424.44,57.556
0.25,0.125,0.4,21,0.7,0.5,0.8,1000,0,427.13,57.287
0.25,0.125,0.5,21,0.7,0.5,0.8,1000,0,430.46,56.954
0.25,0.125,0.6,21,0.7,0.5,0.8,1000,0,433.46,56.654
0.25,0.1625,0.2,21,0.7,0.5,0.8,1000,0,449.27,55.073
0.25,0.1625,0.3,21,0.7,0.5,0.8,1000,0,445.86,55.414
0.25,0.1625,0.4,21,0.7,0.5,0.8,1000,0,448.43,55.157
0.25,0.1625,0.5,21,0.7,0.5,0.8,1000,0,451.43,54.857
0.25,0.1625,0.6,21,0.7,0.5,0.8,1000,0,454.13,54.587
0.25,0.2,0.2,21,0.7,0.5,0.8,1000,0,467.47,53.253
0.25,0.2,0.3,21,0.7,0.5,0.8,1000,0,465.01,53.499
0.25,0.2,0.4,21,0.7,0.5,0.8,1000,0,467.4,53.26
0.25,0.2,0.5,21,0.7,0.5,0.8,1000,0,470.11,52.989
0.25,0.2,0.6,21,0.7,0.5,0.8,1000,0,472.55,52.745
0.325,0.05,0.2,21,0.7,0.5,0.8,1000,0,484.64,51.536
0.325,0.05,0.3,21,0.7,0.5,0.8,1000,0,476.48,52.352
0.325,0.05,0.4,21,0.7,0.5,0.8,1000,0,479.67,52.033
0.325,0.05,0.5,21,0.7,0.5,0.8,1000,0,483.97,51.603
0.325,0.05,0.6,21,0.7,0.5,0.8,1000,0,487.88,51.212
0.325,0.0875,0.2,21,0.7,0.5,0.8,1000,0,509.34,49.066
0.325,0.0875,0.3,21,0.7,0.5,0.8,1000,0,504.02,49.598
0.325,0.0875,0.4,21,0.7,0.5,0.8,1000,0,507.13,49.287
0.325,0.0875,0.5,21,0.7,0.5,0.8,1000,0,510.94,48.906
0.325,0.0875,0.6,21,0.7,0.5,0.8,1000,0,514.38,48.562
0.325,0.125,0.2,21,0.7,0.5,0.8,1000,0,531.82,46.818
0.325,0.125,0.3,21,0.7,0.5,0.8,1000,0,528.23,47.177
0.325,0.125,0.4,21,0.7,0.5,0.8,1000,0,531.13,46.887
0.325,0.125,0.5,21,0.7,0.5,0.8,1000,0,534.5,46.55
0.325,0.125,0.6,21,0.7,0.5,0.8,1000,0,537.52,46.248
0.325,0.1625,0.2,21,0.7,0.5,0.8,1000,0,551.95,44.805
0.325,0.1625,0.3,21,0.7,0.5,0.8,1000,0,549.46,45.054
0.325,0.1625,0.4,21,0.7,0.5,0.8,1000,0,552.12,44.788
0.325,0.1625,0.5,21,0.7,0.5,0.8,1000,0,555.1,44.49
0.325,0.1625,0.6,21,0.7,0.5,0.8,1000,0,557.69,44.231
0.325,0.2,0.2,21,0.7,0.5,0.8,1000,0,569.89,43.011
0.325,0.2,0.3,21,0.7,0.5,0.8,1000,0,568.12,43.188
0.325,0.2,0.4,21,0.7,0.5,0.8,1000,0,570.54,42.946
0.325,0.2,0.5,21,0.7,0.5,0.8,1000,0,573.19,42.681
0.325,0.2,0.6,21,0.7,0.5,0.8,1000,0,575.56,42.444
0.4,0.05,0.2,21,0.7,0.5,0.8,1000,0,556.57,44.343
0.4,0.05,0.3,21,0.7,0.5,0.8,1000,0,549.95,45.005
0.4,0.05,0.4,21,0.7,0.5,0.8,1000,0,553.27,44.673
0.4,0.05,0.5,21,0.7,0.5,0.8,1000,0,557.44,44.256
0.4,0.05,0.6,21,0.7,0.5,0.8,1000,0,561.33,43.867
0.4,0.0875,0.2,21,0.7,0.5,0.8,1000,0,580.38,41.962
0.4,0.0875,0.3,21,0.7,0.5,0.8,1000,0,576.07,42.393
0.4,0.0875,0.4,21,0.7,0.5,0.8,1000,0,579.18,42.082
0.4,0.0875,0.5,21,0.7,0.5,0.8,1000,0,582.87,41.713
0.4,0.0875,0.6,21,0.7,0.5,0.8,1000,0,586.11,41.389
